47	44
526	20
552	54
793	21
818	38
818	5
897	7
1060	5
1088	45
1335	8
1380	28
1863	23
2197	35
2385	47
2387	57
2527	23
2553	22
2571	40
2818	19
2874	41
3101	6
3204	5
3211	24
3257	33
3274	22
3282	56
3389	12
3447	52
3518	38
3546	39
3785	56
3961	31
4027	66
4111	67
4255	101
4367	30
4456	32
4597	42
4988	54
5021	15
5050	14
5138	29
5230	23
5274	60
5338	76
5502	49
5817	40
5853	27
5949	16
6097	18
6099	63
6553	26
6645	25
6663	56
6735	26
6872	59
6967	18
7050	5
7089	26
7148	16
7194	5
7439	36
7487	39
7548	5
7583	62
7728	29
7813	18
7942	56
8003	86
8274	17
8511	64
8561	8
8643	22
8795	31
8803	40
8832	48
9029	17
9044	5
9130	49
9177	22
9248	32
9311	28
9326	58
9340	29
9349	59
9523	5
9624	46
9654	25
9946	55
9949	35
9966	56
10006	18
10058	49
10226	33
10646	13
10674	17
10790	51
10871	49
10947	5
11062	33
11159	23
11331	44
11407	16
11694	69
11863	31
11872	18
11899	5
11937	29
12102	17
12170	47
12178	7
12294	12
12529	66
12682	5
12793	18
12927	63
13026	24
13044	32
13119	5
13137	18
13262	65
13264	17
13271	18
13283	40
13312	7
13522	57
13588	43
13797	42
13851	51
13947	43
14234	25
14254	52
14460	34
14606	41
14799	25
14919	20
15030	58
15172	84
15484	35
15484	5
15624	51
15633	60
15656	43
15738	52
15962	44
15986	6
16031	22
16085	18
16133	62
16142	40
16165	24
16465	37
16556	44
16724	46
17129	12
17192	36
17224	18
17252	42
17362	22
17468	31
17476	44
17568	24
17681	63
17978	5
18381	34
18432	29
18563	42
18581	48
18587	22
18703	5
18751	21
18967	14
19102	13
19264	24
19446	53
19471	41
19553	25
19613	21
19961	18
20057	15
20188	29
20255	5
20265	24
20294	20
20398	38
20406	36
20430	36
20496	41
20499	54
20781	27
20905	61
20929	38
21306	40
21731	23
21732	26
21835	25
21917	13
22105	16
22116	55
22261	5
22353	61
22720	38
22728	35
22883	65
22937	14
22947	38
23028	14
23359	14
23362	32
23370	29
23379	26
23454	44
23581	38
23738	21
23755	13
23905	31
24039	35
24075	57
24258	37
24306	11
24352	23
24409	5
24473	46
24587	30
24675	13
24980	41
25016	16
25152	18
25177	75
25238	37
25269	40
25287	61
25288	29
25399	7
25400	43
25481	28
25540	13
25546	46
25662	51
25739	5
25872	62
25882	26
26147	5
26190	38
26258	40
26521	53
26569	5
26574	10
26686	9
26713	35
26774	7
26793	5
26826	30
26892	22
26935	45
27016	25
27021	12
27168	38
27173	11
27217	16
27303	44
27510	46
27571	52
27616	48
27653	14
27660	43
27695	16
27751	5
27779	26
27993	40
28003	5
28072	60
28080	5
28245	31
28614	36
28723	27
28869	5
29037	54
29162	25
29292	21
29355	30
29542	27
29560	16
29798	36
29889	41
29901	15
29964	8
30017	46
30025	5
30035	32
30081	5
30187	66
30188	23
30238	26
30489	49
30534	14
30534	33
30690	5
30706	43
30761	70
30829	7
30926	5
30957	28
31162	5
31265	34
31298	5
31302	20
31359	44
31435	35
31440	25
31652	51
31830	27
31916	13
31925	30
31943	5
31987	44
32324	24
32365	11
32480	30
32487	15
32558	15
32632	36
32649	34
32735	33
32873	19
33037	42
33052	31
33060	26
33062	53
33403	5
33427	17
33714	69
33741	5
33800	39
34324	9
34430	57
34734	15
34826	5
34856	5
34936	34
35024	5
35239	5
35240	9
35392	43
35445	22
35589	10
35705	14
35758	12
35863	78
35939	39
35973	34
36026	25
36314	7
36481	41
36489	43
36718	30
36724	64
36746	35
36875	73
36946	30
37073	9
37183	49
37322	32
37407	29
37423	57
37450	67
37548	27
37961	57
38118	33
38209	50
38337	9
38511	21
38556	32
38588	13
38642	18
38707	5
38793	26
38819	13
38916	53
39168	5
39243	18
39367	59
39442	25
39553	42
39632	30
39757	46
39758	59
39775	28
39789	40
39804	27
40225	29
40235	44
40252	41
40304	26
40561	40
40896	71
40961	17
41122	58
41143	25
41214	27
41386	19
41482	20
41540	5
41561	47
41561	43
41701	46
41744	30
41774	59
41785	23
41968	5
42003	30
42164	44
42271	30
42287	63
42360	37
42445	15
42817	27
42878	83
42910	34
43057	44
43072	36
43078	30
43198	26
43302	10
