0	7
17	64
22	44
36	66
43	19
49	5
55	19
62	73
98	18
119	5
122	10
143	63
174	71
181	37
182	43
183	11
205	5
206	28
209	47
211	45
213	55
214	25
219	50
225	23
227	18
246	27
267	12
271	59
272	39
273	49
281	39
291	31
299	52
321	60
323	6
347	5
347	15
354	47
372	10
397	35
401	49
403	11
430	34
458	38
496	46
504	48
512	7
526	27
527	41
541	5
553	49
557	32
568	21
584	30
624	45
625	29
648	54
676	31
691	29
695	40
695	69
711	11
715	48
719	15
769	57
784	12
792	12
805	34
813	42
821	15
827	42
831	14
856	36
873	58
885	51
897	51
911	19
914	11
920	39
922	48
925	39
926	38
942	29
946	36
949	20
960	49
991	5
1000	35
1000	35
1017	49
1020	17
1031	35
1075	52
1082	59
1087	18
1092	21
1113	5
1132	44
1134	47
1143	32
1152	31
1154	58
1168	5
1168	48
1171	26
1187	45
1189	28
1193	14
1198	19
1239	54
1244	17
1245	40
1247	24
1247	49
1258	56
1283	65
1304	5
1307	30
1326	22
1340	5
1342	33
1363	33
1364	5
1370	61
1370	28
1424	28
1430	35
1434	5
1437	27
1450	31
1460	33
1466	43
1477	35
1494	34
1495	58
1508	32
1512	5
1516	49
1522	23
1526	35
1536	35
1577	6
1607	27
1622	5
1622	5
1623	15
1655	24
1657	76
1673	62
1683	45
1712	14
1714	5
1725	19
1738	28
1738	5
1742	17
1780	7
1797	45
1814	29
1820	34
1832	18
1834	15
1842	39
1842	39
1854	42
1857	55
1865	13
1875	5
1882	24
1886	10
1896	74
1902	10
1909	5
1919	49
1921	46
1925	49
1934	54
1942	7
1947	25
1950	5
1956	11
1971	37
1972	52
1983	14
1983	43
1988	5
1999	36
2004	26
2013	25
2014	18
2024	48
2054	31
2062	24
2068	28
2083	39
2088	27
2089	51
2093	36
2105	29
2108	36
2114	18
2125	5
2132	50
2157	25
2172	45
2199	5
2213	5
2219	48
2227	46
2251	25
2278	15
2280	5
2289	28
2308	5
2315	52
2353	28
2359	9
2360	37
2363	49
2395	35
2402	10
2406	21
2407	23
2432	65
2456	23
2471	41
2497	12
2514	77
2515	51
2516	16
2517	24
2519	36
2538	68
2543	43
2548	37
2553	50
2554	31
2556	30
2557	48
2558	68
2577	6
2586	55
2606	25
2611	43
2612	38
2617	52
2625	21
2632	20
2660	31
2676	24
2685	13
2691	13
2701	5
2705	51
2736	50
2740	30
2750	28
2753	29
2762	53
2764	38
2765	49
2788	27
2788	28
2793	23
2815	34
2815	5
2828	52
2841	44
2859	36
2862	29
2867	27
2870	23
2873	5
2878	23
2879	44
2880	23
2881	5
2892	5
2901	79
2904	33
2917	5
2936	18
2947	24
2965	5
2967	32
2968	59
2969	23
2978	76
2981	55
3000	8
3024	36
3026	5
3028	5
3037	7
3046	50
3073	26
3074	16
3097	13
3105	35
3114	62
3114	21
3115	35
3121	63
3134	20
3157	42
3158	45
3181	5
3188	13
3191	57
3199	30
3210	6
3212	73
3213	22
3217	19
3225	6
3228	43
3235	34
3253	60
3273	52
3281	35
3294	11
3299	22
3302	33
3310	29
3319	33
3322	21
3347	36
3355	68
3359	46
3361	36
3378	14
3408	45
3419	5
3431	5
3434	48
3435	41
3436	70
3444	19
3452	34
3457	5
3458	49
3490	47
3501	68
3513	50
3528	27
3548	41
3568	5
3573	39
3577	5
3580	52
3589	38
3609	7
3615	35
3640	24
3653	21
3653	52
3674	19
3718	28
3734	31
3743	22
3748	39
3749	38
3754	44
3762	39
3765	15
3790	32
3790	18
3802	40
3814	20
3815	17
3836	35
3837	26
3843	5
3847	40
3852	20
3854	52
3860	28
3867	5
3871	20
3872	35
3876	54
3878	72
3886	39
3889	31
3899	29
3906	32
3934	47
3940	5
3947	8
3955	13
3967	24
3969	22
4006	17
4020	45
4043	5
4049	6
4063	67
4090	67
4095	46
4107	16
4113	28
4121	22
4124	22
4125	25
4127	18
4132	51
4139	24
4146	44
4155	16
4165	29
4171	15
4195	37
4205	13
4208	7
4216	24
4232	32
4243	5
4249	20
4253	5
4258	19
4260	47
4271	27
4276	5
4310	22
4326	5
4338	9
4350	34
4358	30
4372	43
4374	48
4410	5
4430	31
4443	46
4451	5
4493	15
4496	48
4502	40
4502	5
4506	44
4515	17
4522	50
4542	47
4543	5
4549	12
4551	66
4555	44
4573	70
4573	60
4574	47
4577	28
4584	46
4586	36
4595	20
4601	27
4601	30
4602	11
4606	25
4607	5
4616	21
4623	20
4636	87
4637	46
4658	17
4676	8
4692	10
4694	22
4700	7
4730	5
4735	44
4747	17
4749	30
4768	5
4799	31
4810	54
4811	14
4813	27
4822	32
4826	71
4834	32
4851	10
4853	12
4858	41
4859	15
4871	58
4875	21
4879	6
4889	21
4893	56
4916	40
4917	49
4924	35
4930	5
4936	57
4949	12
4952	38
4974	29
4983	51
4984	9
4986	27
4998	8
4999	47
5009	18
5013	43
5013	22
5015	26
5026	32
5045	19
5048	25
5054	41
5058	36
5061	33
5071	14
5071	33
5077	18
5094	5
5116	9
5122	31
5124	32
5128	47
5131	47
5132	53
5147	40
5147	69
5148	38
5161	51
5177	5
5182	5
5183	42
5198	62
5223	37
5243	26
5248	21
5249	26
5250	13
5262	45
5275	40
5294	23
5297	67
5322	8
5324	5
5330	5
5332	24
5337	32
5347	33
5354	53
5374	17
5383	5
5401	42
5403	29
5403	34
5416	19
5453	5
5474	10
5480	22
5483	12
5496	8
5511	57
5516	28
5522	14
5523	61
5530	58
5540	31
5562	5
5570	18
5579	28
5610	39
5610	64
5615	5
5618	14
5642	26
5685	20
5685	39
5706	48
5729	5
5754	14
5766	28
5776	47
5781	36
5785	5
5791	5
5793	15
5820	29
5853	43
5855	22
5866	12
5868	11
5874	33
5901	40
5915	40
5917	45
5930	29
5931	5
5940	27
5979	35
5986	33
5987	28
5992	32
6015	12
6026	56
6050	28
6056	24
6062	58
6064	23
6082	24
6095	20
6098	31
6126	24
6134	49
6140	29
6159	5
6167	40
6188	62
6190	34
6191	5
6214	51
6217	8
6219	28
6229	5
6230	27
6238	9
6247	24
6257	61
6278	18
6296	5
6297	9
6312	46
6324	40
6324	85
6351	41
6351	8
6372	40
6375	41
6378	21
6379	63
6427	17
6428	26
6461	28
6469	15
6472	34
6474	30
6478	52
6485	30
6498	5
6503	36
6508	51
6514	32
6524	35
6524	31
6526	40
6527	6
6534	50
6556	27
6587	23
6594	33
6603	5
6622	20
6627	26
6628	34
6659	55
6661	51
6681	5
6684	78
6687	44
6703	31
6704	23
6706	5
6708	31
6711	36
6720	36
6726	5
6733	5
6741	27
6763	55
6765	29
6767	28
6775	29
6784	25
6791	21
6820	5
6828	24
6846	33
6853	44
6855	35
6877	40
6895	42
6896	5
6907	55
6915	31
6918	5
6956	37
6965	73
6974	63
6975	50
6995	21
7019	33
7026	42
7026	28
7033	13
7064	18
7091	49
7114	22
7167	5
7171	27
7178	17
7182	41
7195	21
7198	54
7203	31
7205	5
7215	5
7216	21
7217	19
7253	34
7254	9
7283	47
7299	18
7313	69
7315	21
7316	20
7318	46
7336	5
7338	13
7345	14
7350	43
7379	65
7406	55
7414	42
7443	21
7458	37
7463	19
7480	32
7502	10
7521	43
7536	46
7537	21
7539	53
7539	12
7546	14
7556	64
7564	23
7569	11
7588	36
7603	22
7614	16
7623	43
7628	75
7632	10
7642	34
7648	34
7654	49
7657	23
7662	27
7664	12
7679	21
7691	65
7706	24
7713	62
7722	18
7723	80
7726	19
7732	58
7734	38
7739	29
7751	49
7759	36
7771	26
7807	10
7814	48
7827	58
7833	108
7840	9
7857	30
7879	16
7882	5
7896	27
7939	41
7942	61
7954	22
7956	21
7972	37
7977	27
7978	19
7984	25
8002	14
8012	10
8014	22
8025	66
8026	56
8026	57
8027	66
8030	33
8034	33
8037	26
8041	49
8047	33
8050	42
8053	5
8061	49
8069	80
8076	36
8091	9
8099	45
8108	35
8115	17
8121	27
8122	29
8122	5
8123	25
8144	48
8156	46
8188	5
8192	5
8199	39
8223	31
8227	39
8236	22
8236	61
8239	17
8240	19
8248	31
8253	48
8261	16
8266	28
8271	37
8278	33
8283	29
8297	20
8302	11
8319	64
8325	31
8326	33
8329	29
8336	18
8354	20
8362	32
8370	5
8427	51
8436	22
8450	27
8452	58
8461	6
8470	23
8471	67
8493	31
8496	29
8504	10
8518	21
8523	27
8536	23
8542	61
8552	54
8564	8
8568	5
8582	5
8582	31
8587	51
8590	51
8598	36
8620	50
8624	14
8641	78
8643	36
8652	27
8661	68
8670	10
8711	23
8751	17
8755	38
8756	26
8757	33
8763	5
8766	52
8769	5
8780	38
8780	23
8780	74
8803	6
8812	29
8814	29
8829	38
8830	40
8838	10
8840	61
8849	41
8860	17
8874	35
8914	19
8922	15
8929	36
8930	45
8954	28
8960	22
8975	5
8982	37
8987	47
8988	5
8989	33
9005	17
9011	12
9014	31
9020	59
9025	5
9037	46
9039	37
9054	87
9058	5
9084	47
9090	55
9109	5
9133	12
9140	44
9152	23
9173	9
9189	5
9203	73
9206	20
9209	21
9216	17
9227	5
9238	22
9243	8
9249	5
9264	5
9267	44
9275	12
9293	5
9310	20
9310	5
9313	23
9321	49
9321	9
9341	45
9384	37
9398	52
9400	55
9404	5
9431	5
9439	48
9451	17
9458	29
9470	44
9472	5
9474	58
9476	38
9479	30
9480	43
9487	30
9488	5
9495	10
9496	23
9518	45
9534	24
9579	18
9588	23
9611	30
9615	33
9627	5
9648	34
9684	30
9687	68
9691	60
9696	24
9696	9
9697	33
9700	41
9723	25
9726	27
9741	48
9744	19
9757	47
9762	68
9785	6
9790	53
9793	34
9799	27
9815	29
9822	32
9825	66
9833	26
9843	45
9846	5
9856	32
9860	13
9882	32
9888	21
9899	42
9902	70
9915	35
9916	5
9923	65
9928	32
9935	34
9940	38
9944	27
9948	49
9954	40
9959	5
9968	25
9994	58
9995	52
