183	5
263	46
279	5
367	56
416	32
535	16
685	50
765	55
848	5
996	34
1155	45
1173	71
1197	16
1311	80
1362	29
1367	5
1377	7
1389	25
1465	25
1565	60
1751	42
1752	13
1958	28
2083	30
2093	20
2184	53
2192	13
2201	26
2247	48
2257	54
2259	44
2451	38
2466	15
2501	5
2615	20
2746	23
2790	35
2844	29
2921	38
2975	41
3000	48
3052	70
3269	30
3304	37
3491	43
3540	41
3569	70
4009	33
4096	37
4121	38
4243	37
4353	33
4381	47
4476	37
4518	49
4541	36
5053	29
5123	32
5386	33
5564	63
5593	5
5807	5
5966	5
6038	78
6201	9
6340	26
6383	23
6463	20
6803	21
6832	55
6852	14
6990	21
7028	47
7059	25
7249	33
7616	48
7658	30
7697	18
7736	5
7847	13
7949	49
7955	31
7967	28
8025	55
8556	17
8558	10
8595	17
8692	37
8924	8
8966	7
9348	5
9361	6
9517	25
9803	18
10314	23
10462	27
10545	27
10636	14
10675	5
10733	56
10803	69
10816	39
10912	44
10987	40
11057	5
11173	27
11415	31
11905	38
12002	16
12094	46
12164	5
12274	12
12392	45
12423	24
12470	24
12481	40
12603	91
12605	21
12616	22
12723	44
13237	5
13319	32
13374	12
13430	19
13506	69
13555	5
13605	26
13687	44
13864	36
13894	51
13951	15
13952	25
13989	29
14316	14
14446	15
14598	35
14649	31
14767	36
14776	19
14810	12
15148	34
15151	5
15185	61
15199	8
15445	21
15738	31
16192	25
16288	34
16300	15
16389	48
16397	9
16717	36
16937	49
16979	5
16997	42
17032	27
17361	29
17572	41
17759	47
17938	43
18183	55
18267	24
18310	42
18500	5
18580	24
18602	73
18635	25
18728	23
18903	42
19067	50
19094	41
19108	12
19283	32
19311	28
19312	5
19345	18
19388	41
19448	39
19568	42
19580	49
19580	5
19603	5
19751	30
19903	5
19949	33
19967	39
20010	29
20247	7
20268	23
20612	14
20613	48
20773	37
20923	54
21092	20
21109	5
21203	33
21212	46
21218	47
21503	50
21529	26
21603	28
21816	43
21883	8
22027	45
22201	13
22478	44
22494	46
22537	18
22867	37
22952	28
23041	43
23066	43
23250	5
23275	50
23281	36
23284	50
23412	31
23451	22
23562	33
23624	40
23717	12
23735	80
23986	33
24093	15
24211	13
24254	58
24274	12
24398	5
24404	35
24415	52
24477	7
24501	22
24536	51
24568	58
24665	27
24681	21
24777	24
24786	35
24851	48
25126	48
25228	9
25312	29
25397	43
25398	25
25583	28
25588	10
25667	46
25683	21
25704	53
25797	6
25855	5
25880	42
25937	42
26031	19
26310	54
26447	26
26561	5
26582	26
26679	19
26704	22
26766	47
26829	25
26862	34
26867	8
26911	20
27129	66
27130	39
27190	51
27285	37
27522	9
27577	5
27640	41
27947	33
28212	24
28249	41
28321	44
28339	6
28400	49
28421	42
28647	18
28718	56
28806	80
28918	63
28961	5
29518	5
29559	9
29559	34
29575	31
29596	33
29757	48
29862	52
29879	18
29880	45
30010	47
30118	37
30387	32
30399	5
30448	9
30751	38
30766	34
30851	48
30968	5
31045	6
31134	15
31296	5
31479	5
31495	15
31676	58
31742	25
31788	10
31807	50
32226	56
32458	33
32536	19
32718	34
32929	29
33059	27
33282	23
33425	30
33953	25
34043	58
34197	16
34275	20
34342	43
34407	14
34422	26
34492	47
34603	26
34853	31
34900	59
35129	31
35279	35
35394	35
35457	34
35467	39
35589	14
35605	89
35641	11
35683	29
36053	45
36179	9
36345	25
36445	58
36667	25
36691	8
36756	8
36760	24
36817	14
37003	22
37146	59
37157	45
37173	42
37323	36
37519	5
37601	24
37663	42
37751	35
37835	12
37856	53
37967	20
38021	5
38258	43
38626	20
39037	46
39108	17
39125	53
39626	5
40179	8
40481	18
40579	55
40631	35
41083	18
41107	45
41141	5
41144	5
41255	5
41362	5
41469	5
41713	47
41759	29
41800	32
41854	37
41985	50
41990	32
42047	15
42156	28
42312	18
42473	52
42484	5
42563	34
42788	33
42900	28
42930	52
42942	7
43000	34
43044	28
